NoEntry0.jpg,157,243,49,45,1000,1000
NoEntry0.jpg,602,245,49,45,1000,1000
NoEntry1.jpg,177,111,66,88,667,1000
NoEntry10.jpg,233,137,77,77,634,374
NoEntry10.jpg,505,156,89,87,634,374
NoEntry10.jpg,584,174,46,61,634,374
NoEntry11.jpg,52,216,58,59,1000,795
NoEntry11.jpg,443,163,87,81,1000,795
NoEntry12.jpg,96,239,82,80,1000,667
NoEntry12.jpg,247,185,47,42,1000,667
NoEntry12.jpg,297,116,30,43,1000,667
NoEntry12.jpg,436,85,25,29,1000,667
NoEntry12.jpg,626,70,12,26,1000,667
NoEntry12.jpg,660,118,32,40,1000,667
NoEntry12.jpg,741,174,24,54,1000,667
NoEntry12.jpg,817,248,80,81,1000,667
NoEntry13.jpg,385,580,51,49,667,1000
NoEntry14.jpg,429,287,58,60,640,480
NoEntry15.jpg,327,125,54,51,512,378
NoEntry15.jpg,388,123,53,53,512,378
NoEntry2.jpg,363,142,132,122,1000,816
NoEntry3.jpg,21,0,84,85,590,350
NoEntry3.jpg,414,10,170,180,590,350
NoEntry4.jpg,197,178,43,45,1000,899
NoEntry4.jpg,743,209,43,47,1000,899
NoEntry5.jpg,126,313,37,40,1000,590
NoEntry5.jpg,307,331,28,36,1000,590
NoEntry5.jpg,430,343,24,31,1000,590
NoEntry5.jpg,523,354,22,27,1000,590
NoEntry5.jpg,596,365,18,23,1000,590
NoEntry5.jpg,651,368,14,22,1000,590
NoEntry5.jpg,695,375,16,19,1000,590
NoEntry5.jpg,734,380,12,15,1000,590
NoEntry5.jpg,844,383,11,15,1000,590
NoEntry5.jpg,867,384,10,14,1000,590
NoEntry6.jpg,188,321,136,136,1000,563
NoEntry6.jpg,381,216,197,202,1000,563
NoEntry6.jpg,599,225,168,218,1000,563
NoEntry6.jpg,804,410,42,131,1000,563
NoEntry7.jpg,553,175,37,32,1000,667
NoEntry8.jpg,198,77,98,99,400,600
NoEntry8.jpg,145,182,58,53,400,600
NoEntry8.jpg,106,239,40,40,400,600
NoEntry8.jpg,87,263,29,29,400,600
NoEntry8.jpg,79,279,22,24,400,600
NoEntry8.jpg,70,295,17,18,400,600
NoEntry9.jpg,469,576,56,52,998,1000
NoEntry9.jpg,732,854,15,11,998,1000
